gamma_result,ref,LP
2456.7932616135836,2470.0127,526.8873
2457.2978376606516,2466.7854,528.1027
2458.991062590098,2459.2375,528.3337
2457.0863605802297,2449.1301,527.1197
2459.9740591424274,2448.163,526.01874
2456.6627559991375,2450.194,524.8113
2443.8179142937543,2447.7988,523.7143
2435.5217571722405,2450.5376,524.52435
2410.740739019187,2446.6248,525.8725
2411.8729118699844,2446.893,530.2906
2442.810417172729,2452.5151,535.265
2460.403529240235,2452.8093,536.4935
2472.306093864776,2453.1267,535.6079
2474.5681864191847,2453.2043,533.2727
2463.014611081063,2450.109,530.27795
2458.951334680556,2447.0007,528.31323
2457.2677303229575,2446.7307,526.81024
2449.910952657765,2448.8777,525.77423
2446.8186312408543,2444.6953,525.12555
2443.0129647143895,2442.05,524.5307
2433.104130075357,2439.1985,524.0519
2431.393316560171,2436.6008,524.4678
2437.9638791101124,2438.2983,525.30176
2437.343447027266,2447.53,526.4629
2440.222286425921,2450.1628,528.0242
2447.890097307857,2449.1943,529.1165
2450.174102386041,2449.521,529.31134
2455.3931438855693,2445.3372,528.7143
2454.071262388447,2445.1096,527.44934
2445.1038726178404,2454.2134,527.4594
2451.8422248384995,2458.7495,529.1234
2460.818748955334,2459.5513,530.06274
2454.7303181562675,2459.389,529.8841
2445.5058135937265,2451.6484,529.50287
2448.0064637526566,2450.5798,530.12
2451.6183806908693,2456.738,531.18604
2465.7248858891817,2458.0244,531.96875
2474.8637357633274,2458.5713,531.09186
2461.690628468998,2451.7256,528.256
2450.440229547415,2444.3135,526.1216
2443.378186173835,2447.4556,525.7469
2436.4772366327907,2454.4321,527.09106
2438.944482286666,2461.108,530.10004
2462.3796387011225,2462.466,532.97754
2479.4843003622054,2456.0535,532.20355
2468.8693188939205,2449.231,528.49786
2448.3484413809265,2445.6555,525.649
2440.1451460159915,2452.725,526.17523
2453.74711041407,2458.9827,528.4733
2463.893769372815,2459.3608,529.1552
2457.857424782976,2456.3013,528.2206
2450.6458439955913,2448.902,527.11774
2443.1708302034012,2443.6565,526.2541
2437.5098974854222,2447.7585,526.8071
2442.4609457705424,2451.9954,528.5732
2451.3681567968215,2451.7522,529.7057
2440.733207252044,2451.3108,529.6948
2437.524510287418,2446.1821,530.35834
2451.478595239415,2444.8691,531.255
2456.007029604666,2447.7,530.79065
2458.4101585799617,2451.0786,530.18475
2468.325342261077,2451.605,529.34814
2470.405554053869,2449.0454,526.9824
2453.0679594305766,2446.2166,524.0121
2437.1658446667525,2443.945,522.8827
2428.8306577348594,2444.9827,523.8264
2425.358135909524,2448.1123,526.1757
2431.480613023835,2448.072,528.9488
2442.7656753383317,2447.112,530.85846
2448.510894110819,2453.7363,532.2001
2452.9895588711443,2460.7288,533.69635
2472.680164431531,2470.0417,535.7869
2499.8806016259805,2480.5378,536.7544
2508.2161630492333,2477.4917,534.01874
2500.1663358377486,2477.808,530.29694
2479.7738319625437,2473.2024,526.9916
2456.7443051625705,2478.7227,526.85516
2448.570037435618,2483.129,530.0788
2455.131386279936,2478.8281,533.78156
2471.394143454134,2474.777,536.18994
2480.4454897198902,2459.9517,534.7942
2471.7327733309985,2454.4797,531.6176
