gamma_result,ref,LP
3211.131409729046,3193.159,540.0111
3215.776372101781,3192.4922,539.48315
3205.617378901096,3197.0593,539.02344
3207.5027679669774,3199.425,538.9121
3221.4847152448947,3196.7527,538.63837
3235.7513039386035,3195.4106,537.95026
3239.9196698653577,3194.135,536.87146
3225.1149444938715,3192.59,535.67584
3207.8305699922594,3201.7788,535.1629
3206.2833991070675,3207.3774,535.21893
3208.9746803210783,3208.8494,535.29456
3211.076234020723,3209.1216,535.2944
3195.6524948855,3202.9785,535.0714
3168.631216973763,3198.3745,535.1727
3155.925732941667,3197.145,535.96204
3161.517613592678,3198.2017,537.063
3176.6699230216805,3205.6658,538.17883
3191.264051878058,3207.816,538.92883
3183.985329576032,3207.914,539.3128
3166.7366508553096,3206.3743,539.8981
3180.793477099479,3200.0908,540.7734
3209.7933302323604,3198.1194,541.17255
3229.506173963764,3193.65,540.6853
3240.1670395850188,3192.3335,539.706
3220.716174201426,3193.8608,538.5302
3187.1195360794227,3193.849,537.92
3179.3883007830354,3201.8325,538.4121
3187.9073463857194,3206.542,539.13416
3186.854743561238,3213.5554,539.7802
3190.318005919825,3216.8145,540.5515
3196.163184872559,3220.5696,541.3198
3191.897523412139,3222.1665,541.9701
3196.1440695084066,3228.662,542.933
3210.3180734851417,3234.8994,543.9223
3230.7567868802707,3239.0117,544.62714
3247.407765499939,3238.537,544.7789
3238.568981147768,3232.1582,544.3483
